user_id,cluster_id,subcluster_id,subcluster_name,dominant_sentiment,age_num,city_canon,n_messages,ts_first,ts_last,conversation_text,redaction_applied
3dc2b7a2cf9f,5,52,Single mothers seeking economic support,Neutral,19.0,Bogotá,3,2026-07-21 20:06:57.212,2026-07-21 20:06:57.212,"Buenas tardes cómo podría hacer yo para obtener una ayuda tengo dos hijos uno recién nacido y uno de 4 años soy madre soltera y estoy desempleada muchas gracias

Si nesecito una ayuda económica estoy en Bogotá

Necesito una ayuda económica",False
3e50d7b566a3,4,40,Services and integration,Neutral,46.0,Barranquilla,3,2026-06-16 22:40:50.459,2026-06-16 22:40:50.459,"Quiero accesoria

Quiero pedir asilo

En otro país",False
3e6779b22da8,0,0,Starting a business,Neutral,42.0,Other,2,2026-06-13 16:03:45.403,2026-06-13 16:03:45.403,"Me gustaría me ayudara con empleo

Cuento con mi PPT y me encuentro en Barranquilla",False
3e95e47dd7ec,5,50,Health access and registration,Neutral,34.0,Medellín,4,2026-05-28 22:14:29.451,2026-05-28 22:14:29.451,"La EPS , la salud ayuda

Si necesito más información

Estoy en medellín, y quiero afiliarme. Yo estaba en una EPS y me sacaron

Sii me puedes ayudar a encontrar una EPS",False
3ef43e2b6b24,3,30,Biometrics and minors' documents,Neutral,17.0,Bogotá,3,2026-05-25 19:58:01.368,2026-05-25 19:58:01.368,"*Hola, ya me hicieron la biometría para mi PPT hace tiempo y aún no me han dado respuesta para reclamar mi permiso. ¿Me pueden ayudar a revisar el estado de mi proceso?

Si sale aprobado pero no sale la dirección

Estoy en Bogotá soacha",False
3f19ea2f9725,0,0,Starting a business,Neutral,41.0,Cúcuta,3,2026-07-14 22:40:57.672,2026-07-14 22:40:57.672,"Quisiera para emprendimiento

Para un financiamiento

Para un negocio",False
3f262e866158,3,30,Biometrics and minors' documents,Negative,24.0,Cúcuta,2,2026-07-20 00:54:57.204,2026-07-20 00:54:57.204,"Quiero legalizar mi situación migratoria

Ya el PPT no lo están dando",False
3f5b01660ea3,5,52,Single mothers seeking economic support,Neutral,44.0,Medellín,3,2026-07-08 21:40:46.232,2026-07-08 21:40:46.232,"Dije la verdad

Y escribo para que me ayuden a conseguir empleo estable

Ando buscando vomo asistente administrativa, secretaria, atención al cliente o niñera.",False
3fc23677ed59,2,22,Regularising status abroad,Neutral,60.0,Other,2,2026-05-08 13:15:22.365,2026-05-08 13:15:22.365,"Como me puedo regularizar en Colombia

Como hacerlo",False
401aadf82e30,1,10,Visas and travel abroad,Negative,47.0,Cúcuta,4,2026-07-15 12:45:53.450,2026-07-15 12:45:53.450,"Es para lo del permiso xq no lo pude sacar

Y quisiera trabajar

Solo quiero un permiso para poder trabajar xq se me hace dura para lo del arriendo y los servicios ya q no tengo trabajo

Ya fui ha intégrate y me dijeron q iban ha sacar nuevos permisos pero no sé cuándo",False
406b3e9a1228,5,50,Health access and registration,Negative,29.0,Medellín,5,2026-04-22 15:02:44.164,2026-04-22 15:02:44.164,"Acabo de llegar a Medellín y necesito atención en salud, los niños están enfermos

Ya fui y no me atendieron, a dónde más puedo ir

Tengo hambre no he comido, a dónde puedo ir

Necesito sacar el salvóconducto a dónde puedo ir

Si en la cuidad de medellín",False
40796bc37a12,3,31,Brigades and paperwork steps,Neutral,24.0,Bogotá,1,2026-05-25 19:48:25.310,2026-05-25 19:48:25.310,Dónde me puedo meter en control prenatal sin ppt,False
40909d385fd7,3,31,Brigades and paperwork steps,Negative,23.0,Medellín,1,2026-04-28 15:18:55.002,2026-04-28 15:18:55.002,Que hacer en caso de perder mi ppt,False
40ac2feac7f3,0,0,Starting a business,Neutral,48.0,Medellín,2,2026-05-28 22:17:58.270,2026-05-28 22:17:58.270,"Que tipos de ayuda ofrecen?

Empoderamiento y apoyo para emprendimiento",False
40cbebbd504b,1,10,Visas and travel abroad,Neutral,36.0,Medellín,3,2026-03-26 14:50:21.943,2026-03-26 14:50:21.943,"Quiero saber los requisitos y el paso a paso para obtener la cédula de extranjeria

Cómo obtengo la visa y que tipo de visa sería

Pero que tipo de visa necesito para la cédula",False
40d6861d8bae,2,22,Regularising status abroad,Neutral,34.0,Medellín,3,2026-05-29 21:44:38.081,2026-05-29 21:44:38.081,"Para sacar la visa visitante que se necesita

Pasaporte vencido de estadía por 90 días donde se puede cancelar

Que trámite puedo sacar para estar legal en Colombia ya que llevo 3 años y estoy  indocumentada",False
40ee6d43d65c,1,11,Expiring permits and renewals,Neutral,40.0,Santa Marta,2,2026-07-07 20:47:30.091,2026-07-07 20:47:30.091,"Donde esta ubicada integrate

Que documentos necesito para sacar el salvoconducto",False
40f4d7ee7e94,5,50,Health access and registration,Neutral,35.0,Medellín,5,2026-05-28 21:23:43.571,2026-05-28 21:23:43.571,"En qué me pueden ayudar

Sobre salud , odontología gratis

Necesito cursos gratuitos cerca de buenos aires,que sea lunes o viernes

Cursos gratuitos

Asistencia humanitaria",False
40f8794ebb5b,2,21,Apostilles and birth records,Neutral,30.0,Medellín,4,2026-07-28 22:03:41.474,2026-07-28 22:12:42.829,"Sami mi pareja es venezolano y perdió los papeles venezolanos cómo haría para registrar ah nuestra bebe

No tiene ningunos de los documentos.. y tiene antecedentes en Venezuela

Sami estoy buscando empleo

Tengo mi contraseña de permanencia pero no me an entregado el carnet",False
413219f6b2f5,3,30,Biometrics and minors' documents,Neutral,16.0,Cúcuta,5,2026-07-15 02:55:48.165,2026-07-15 02:55:48.165,"Cómo puedo sacar la biometría de mis dos hijos menores de edad si ya tengo todos los requisitos

La biometría es para el PPT

Donde puedo acudir en Cúcuta para la biometría de PPT

Cómo puedo sacar la cita?

Cómo puedo hacer la cita para la biometría de ppt?",False
41447e385370,3,30,Biometrics and minors' documents,Neutral,25.0,Cúcuta,4,2026-07-14 22:14:54.787,2026-07-14 22:14:54.787,"Y para la mamá le pueden dar el PPT

Para hacer el formulario de la niña donde puedo ir

Me puedes dar la dirección

Estoy en cucuta",False
41662a74fa3e,5,51,Food and shelter from organisations,Neutral,36.0,Ipiales,14,2026-04-09 15:45:03.032,2026-04-13 23:03:04.478,"Ahí ayudas para migrantes en Medellín

Y Bucaramanga

Y ayudas económicas

[nombre] contra el hambre

Me puedes dar el número de [nombre] contra el hambre

Ayudas en pasto

Ayudas para migrantes en pasto

Ayudas en  Cúcuta para migrantes

Ayudas en Ipiales

Y pasajes

Ayudas en Bucaramanga

Ayudas para migrantes en Bucaramanga

Ayudas en Bucaramanga para migrantes

Ayudas para migrantes en Bucaramanga",True
4198045631c4,3,30,Biometrics and minors' documents,Neutral,24.0,Cúcuta,4,2026-07-16 15:10:17.911,2026-07-16 15:10:17.911,"Para planificaciom familiar

Y ppt

Para permiso ppt

Y soy venezolana y mi hijo no tienen sisben",False
41b6ee9f59df,4,40,Services and integration,Neutral,28.0,Barranquilla,1,2026-06-14 12:08:53.326,2026-06-14 12:08:53.326,De que se trata [nombre] esto,True
42070e3f07d1,5,51,Food and shelter from organisations,Neutral,31.0,Bucaramanga,5,2026-05-15 21:28:55.417,2026-06-29 16:50:08.324,"Alojamiento para migrantes o algún apoyo

Ayuda de alimentación

Quisiera saber qué ong está apoyando con ayuda de alimentación

Ayuda para pagar arriendo

Ayuda humanitaria",False
425a85d298f2,1,10,Visas and travel abroad,Neutral,50.0,Cúcuta,1,2026-07-25 18:27:56.770,2026-07-25 18:27:56.770,Que herramientas migratorias tienen que pueda obtener para actualizar mi estado migratorio,False
42a64dd883d9,5,51,Food and shelter from organisations,Neutral,27.0,Medellín,3,2026-07-03 21:50:29.576,2026-07-03 21:50:29.576,"Quiciera saber en dónde puedo conseguir una ayuda de alimentación y residencia

Quiciera saber en dónde puedo conseguir una ayuda de alimentación y residencia en medellin

[nombre] contra el hambrw",True
431801bc2248,2,22,Regularising status abroad,Neutral,32.0,Medellín,1,2026-06-11 19:00:57.638,2026-06-11 19:00:57.638,Que trámite debo hacer para poder tener papeles acá en Colombia y poder trabajar,False
434494785677,2,21,Apostilles and birth records,Negative,22.0,Medellín,2,2026-05-06 15:26:15.683,2026-05-06 15:26:15.683,"Quisiera pedir una asesoría por qué soy venezolano y necesito un permiso para poder trabajar aquí en Colombia

Es que llegué hace una semana y me dijeron que ya no puedo y no consigo trabajo sin permiso",False
43b3c1b09eef,1,10,Visas and travel abroad,Negative,50.0,Medellín,1,2026-07-29 10:03:00.609,2026-07-29 10:03:00.609,Perdí la afiliación a la salud. Que debo hacer?,False
43f2bfa84b23,5,50,Health access and registration,Neutral,25.0,Cali,7,2026-04-20 11:57:42.795,2026-04-20 11:57:42.795,"Yo estoy acá en Jamundí rodeo

Si nececito atención médica para mis niños y empleo para mí pareja

Buenas tardes dónde puedo conseguir una organización q me pueda ayudar con una tarjeta de alimento tengo dos niños y no cuento con un trabajo

Yo vivo acá en Jamundí

No tienes un número para comunicarme

[nombre] hora responden mesajes

Buenos días estoy llamando acá a esta organización pero le sale una sola raya el mensaje y no agarran la llamada me  podrás dar otro número",True
445f8c30e657,5,50,Health access and registration,Neutral,37.0,Cali,8,2026-07-28 21:18:50.744,2026-07-28 21:18:50.744,"Cual es el paso a seguir

Necesito asilo

O refugio

Adonde precentarme

Para pedirlo

Tengo un proceso

Salir de mi pais

Refugio en colombia",False
446161d80c77,3,31,Brigades and paperwork steps,Neutral,24.0,Medellín,2,2026-07-08 21:19:43.515,2026-07-08 21:19:43.515,"Que documento puedo sacar para estar legal en Colombia

Cómo sacar el ppt",False
44c34c6efe6f,4,40,Services and integration,Neutral,20.0,Medellín,2,2026-06-23 17:09:21.455,2026-06-23 17:09:21.455,"Una pregunta

Intégrate estará abierto mañana",False
45126221f02e,2,22,Regularising status abroad,Neutral,43.0,Barranquilla,2,2026-06-14 20:25:20.198,2026-06-14 20:25:20.198,"Como me puedo registrar como refugiado para acceder a una oportunidad en otro pais

Como puedo registrarme en ACNUR en Colombia",False
452c08220fe8,4,40,Services and integration,Neutral,33.0,Medellín,1,2026-07-27 14:56:53.659,2026-07-27 14:56:53.659,Atención en salud,False
453801c9089a,3,30,Biometrics and minors' documents,Negative,45.0,Bogotá,10,2026-05-25 20:34:02.121,2026-05-25 20:34:02.121,"Cómo ago para obtener  el ppt. Para poder tener atención medica

Si xfavor

Xq esq las beses q ido me a dicho q solo lo están sacando a menores de edad

Ok gracias lo mismo de siempre

No estoy frusta es una palabra como fuerte solo en tiendo q si no se pueda ya no hay nada que hacet

No mami yo enferme de un dolor fuertísimo de cabeza y no me vieron x no tener ppt

Otro día me dió una neurisma yy tampoco me atendieron ese día ni me miró el médico x eso se q no eso se puede

Bogotá soacha con dinamarca

Q hay de cierto que uno puede tener ayuda para el arriendo y los servicos

Me gustaría saber cuando hay jornada de mamografía",False
4544c32a7977,3,30,Biometrics and minors' documents,Neutral,22.0,Other,2,2026-05-13 20:33:50.033,2026-06-22 18:59:45.115,"Quiero saber cuando vuelven a haber jornadas para sacar el ppt por primera vez

Están sacando por primera vez el ppt por primera vez para migrantes venezolanos",False
456815a6abe9,5,51,Food and shelter from organisations,Neutral,37.0,Bogotá,4,2026-07-01 20:36:43.542,2026-07-01 20:36:43.542,"Como ago para tener la ayuda consejo danés para refugiados.por favor

Si por favor me das orientación del sitio en Bogotá

Si que pena esa es la dirección para la ayuda

Esa dirección es para la ayuda de consejo danés para refugiados",False
456aa48c624b,3,30,Biometrics and minors' documents,Neutral,53.0,Medellín,1,2026-07-08 22:28:42.388,2026-07-08 22:28:42.388,Tengo un hijo que tiene tiempo acá el es mayor de edad pero no ha podido octar al ppt.,False
456b1a830844,0,0,Starting a business,Neutral,55.0,Barranquilla,2,2026-04-09 14:12:07.228,2026-04-09 14:12:07.228,"Cómo recibir ayuda para mí Emprendimiento

[nombre] protector",True
459d7e890352,1,10,Visas and travel abroad,Neutral,33.0,Bucaramanga,5,2026-05-21 22:51:12.073,2026-05-21 22:51:12.073,"Es que no tengo ningún permiso migratorio y como tengo niños me lo están pidiendo en el colegio y en médico

Yo e ido a todos lados y me dicen que  y la verdad no sé que hacer  porque lo necesito para poder llevar [nombre] hijos al médico y también en el trabajo me lo están pidiendo

Yo no tengo nada de eso

Y para el trabajo me están pidiendo un permiso migratorio y no lo tengo

Cómo puedo obtener el permiso migratorio",True
45c773b1a9de,4,40,Services and integration,Negative,63.0,Medellín,1,2026-07-09 00:13:30.816,2026-07-09 00:13:30.816,Si desplazado forzoso,False
46030f16eeeb,3,30,Biometrics and minors' documents,Neutral,38.0,Medellín,5,2026-03-25 17:14:14.765,2026-03-25 17:14:14.765,"Donde puedo conseguir empleo si solo tengo el salvoconducto de permanencia por soliciting de refugio

Ya tu sabes en que ciudad estoy

Y estudiar en [nombre] puedo con mi pasaporte y salvoconducto?

Puedo estudiar en medellín?

Se puede estudiar en [nombre] sin tener ppt?",True
460d24f18102,5,51,Food and shelter from organisations,Neutral,26.0,Medellín,2,2026-06-25 12:04:50.267,2026-06-25 12:04:50.267,"Cual ayuda brinda el pao de [nombre] a hombre solteros, ayudan con pasajes o albergue, dame imformacion detallada

Cual ayuda mas recurrente da el pao en Medellín terminal del norte",True
469b37d5ff1e,3,30,Biometrics and minors' documents,Neutral,53.0,Soacha,3,2026-06-22 16:49:02.950,2026-06-22 16:49:02.950,"Donde puedo actualizar mis datos de  carnet PPT

Ciudad Soacha puede indicarme la oficina para actualizar mis datos

Cómo agendo el linea",False
46da40226356,2,22,Regularising status abroad,Neutral,29.0,Soacha,3,2026-06-24 18:18:07.693,2026-06-24 18:18:07.693,"Que documentos tienen disponibles para permanecer en Colombia?

El permiso por protección temporal para personas venezolanas aún lo están sacando?

Y para mujeres embarazadas",False
46e01298bcfd,4,40,Services and integration,Neutral,29.0,Medellín,1,2026-07-08 16:19:44.083,2026-07-08 16:19:44.083,Proceso de legalización siendo venezolano,False
46f5acd38250,2,20,Family nationality options,Neutral,20.0,Soacha,7,2026-05-13 19:12:02.716,2026-07-27 16:20:24.358,"*Mi pregunta es:*

¿Qué documento puedo tramitar ante Migración Colombia o ante otra entidad para demostrar que soy la madre y representante legal de mi hija colombiana, y que sea aceptado por la EPS para completar su afiliación?

Agradezco me indiquen el nombre del trámite, los requisitos y dónde puedo hacerlo.

Que debería hacer para obtener algún documento para estar legal ya que tengo una bebé nacida en Colombia

Cual seria el costo?

Cual es la cantidad exacta

Soy una persona de muy escasos recursos no tengo como pagar",False
47898d03e9ec,5,51,Food and shelter from organisations,Neutral,48.0,Medellín,4,2026-05-28 21:35:01.003,2026-05-28 21:35:01.003,"Están dando ayuda a migrantes venezolanos?

Si ayudas en medellin para emprendimiento

Ayuda económica para emprender

Escuela alegra en linea",False
4799299fa12d,4,40,Services and integration,Neutral,47.0,Medellín,1,2026-05-06 16:52:04.845,2026-05-06 16:52:04.845,Sobre empleo,False
47e074a1b347,5,50,Health access and registration,Neutral,41.0,Cúcuta,13,2026-07-15 16:17:38.717,2026-07-15 16:17:38.717,"Quiero saber cómo obtener una ayuda económica para mi emprendimiento

Ciudad de Cúcuta

Barrio Santander

En que me puede servir el proyecto Berracas

Para que es el proyecto berracas

Por que

Y entonces

No eres de gran ayuda entonces

Necesito crear un nuevo Sisbén como hago...?

Ya estoy registrada pero quiero salirme de ese núcleo familiar

Aparte del ppt que otro documento puedo obtener después de vivir 5 años acá en Colombia

Que es la visa de residente o que requisitos necesito

Que requisitos necesito para la visa de residente",False
481568c9e082,4,40,Services and integration,Neutral,36.0,Bogotá,2,2026-06-18 17:42:09.011,2026-06-18 17:42:09.011,"Ayuda para estadia o alimentancion

Ayuda inmigrantes bogota",False
48158d6acbbe,5,51,Food and shelter from organisations,Neutral,33.0,Cúcuta,5,2026-07-14 22:56:52.720,2026-07-14 22:56:52.720,"Asistencia humanitaria y empleo

Que puede hacer una gestante sin empleo y sin recursos. A dónde debe dirigirse

En Cúcuta

Y un migrantes con autismo a dónde puede acudir

A dónde acudir a pedir ayuda un migrante con discapacidad",False
483cf6a54bf1,5,50,Health access and registration,Neutral,34.0,Medellín,5,2026-07-29 12:51:53.524,2026-07-29 12:51:53.524,"Necesito tener información sobre educación

Cómo puedo terminar mi bachillerato

Si sobre la primera opción cuanto cuesta y cuando hay pruebas

Yo tengo 10 grado puedo validar?

Donde puedo sacar mi bachillerato gratis",False
4843bbfae31d,3,31,Brigades and paperwork steps,Neutral,39.0,Cúcuta,2,2026-07-10 15:43:49.675,2026-07-10 15:43:49.675,"Para regularización acá en Colombia

Para sacar el ppt",False
48499511f77b,1,10,Visas and travel abroad,Neutral,48.0,Medellín,2,2026-06-11 14:53:18.942,2026-06-11 14:53:18.942,"Cómo saco una cita para el Sisben

Si por favor",False
4865387f4d2b,0,0,Starting a business,Neutral,37.0,Barranquilla,1,2026-05-15 23:27:30.110,2026-05-15 23:27:30.110,Cómo me pueden ayudar económicamente,False
487f19ff25af,5,52,Single mothers seeking economic support,Negative,26.0,Barranquilla,2,2026-06-15 12:09:00.822,2026-06-15 12:09:00.822,"Hola quiero una ayuda

Quiero una ayuda económica,  ya q tengo 3 niños y no m alcanza para seguir adelante",False
48ab8159f144,1,10,Visas and travel abroad,Neutral,27.0,Medellín,1,2026-08-01 14:14:49.314,2026-08-01 14:14:49.314,Quisiera información sobre los requisitos para sacar la visa r pero no tengo pasaporte,False
48b0f96ef2dc,1,11,Expiring permits and renewals,Neutral,32.0,Cúcuta,1,2026-07-15 16:46:29.984,2026-07-15 16:46:29.984,Como puedo hacer para poder obtener el permiso permanente,False
48b29e9b74b3,1,10,Visas and travel abroad,Neutral,28.0,Soacha,1,2026-07-27 15:58:39.218,2026-07-27 15:58:39.218,Me puedes dar un correo válido de acnur y Oim?,False
491ad6e259e6,1,10,Visas and travel abroad,Negative,37.0,Cúcuta,2,2026-07-30 14:26:51.442,2026-07-30 14:26:51.442,"Si me puedes ayudar a migrar a otro país

Estado unidos",False
4973666d1861,2,22,Regularising status abroad,Neutral,33.0,Medellín,1,2026-05-30 02:36:45.969,2026-05-30 02:36:45.969,La persona venezolana puede retirar las pensiones voluntarias que ha obtenido laborando en Colombia ❓,False
49d32c03804c,3,30,Biometrics and minors' documents,Neutral,40.0,Medellín,3,2026-07-28 21:33:13.499,2026-07-28 21:33:13.499,"Tengo una niña con parálisis cerebral ella tiene 21 años y no recibo ninguna ayuda porque no tiene ppt

Quiero un trabajo nocturno

Ya tengo ppt",False
49fa6cf2fedc,1,10,Visas and travel abroad,Neutral,36.0,Barranquilla,1,2026-06-13 14:10:32.516,2026-06-13 14:10:32.516,Necesito saber si puedo acceder a una asistencia,False
4a686437f274,3,31,Brigades and paperwork steps,Neutral,29.0,Bogotá,1,2026-06-22 18:55:30.136,2026-06-22 18:55:30.136,Y como ago para el permiso del ppt,False
4a84bb2b0b3a,1,10,Visas and travel abroad,Neutral,34.0,Cúcuta,1,2026-07-15 16:50:54.683,2026-07-15 16:50:54.683,Donde puedo ir para pedir una ayuda económica,False
4a9224ec0d8e,2,21,Apostilles and birth records,Neutral,31.0,Medellín,7,2026-03-25 20:08:51.936,2026-03-25 20:08:51.936,"mi hijo tiene probelmas de salud y no he podido acceder al servicio

no es en Migración Colombia?

como hago el proceso de regularización de mi hijo?

por qué no sabes? no conoces los proceso de regularización?

tu no tienes la información para regularización?

cuáles son los pasos para que un menor puede regularizarse en Colombia?

pero si mi hijo es migrante venezolano, no nació en Colombia",False
4aeebdaf4511,3,30,Biometrics and minors' documents,Neutral,27.0,Medellín,2,2026-07-29 00:29:23.850,2026-07-29 00:29:23.850,"Quisiera saber si aquí en Medellín Colombia habrá otra oportunidad para sacar el ppt

Y hay otra oportunidad para los mayores de 18 años",False
4af69dad3bf1,2,20,Family nationality options,Neutral,27.0,Santa Marta,3,2026-06-15 17:29:00.100,2026-06-15 17:29:00.100,"Soy venezolano, no tengo pasaporte, tengo un hijo de 2 años nacido en colombia registrado en Colombia, pero yo estoy irregular y quiero saber qué trámite tengo que hacer para regularizarme

Como regularizarme si no tengo pasaporte

Como regularizarme si no tengo pasaporte y ya no están entregando el ppt",False
4b8af1d9e6e6,5,51,Food and shelter from organisations,Negative,24.0,Other,4,2026-04-08 17:41:10.625,2026-04-08 17:41:10.625,"Yo tengo una sugerencia, yo quisiera quedarme aquí en tumaco, pero en estos momento tuve que desplazarme hasta acá hasta tu maco, porque tuve una situación de conflicto en Samaniego

Yo quisiera ver si de pronto usted no me podría ayudar con una asesoría jurídica, con las personas del Consejo, dan para refugiados que están acá en Tumaco

Pues la verdad sí, quisiera como la dirección del Consejo danés para refugiados que está acá en Tumaco

O no sé si de pronto alguna línea o algún número de atención para escribir por favor",False
4b99fb3f7c87,3,30,Biometrics and minors' documents,Neutral,26.0,Medellín,3,2026-07-22 01:19:14.667,2026-07-22 01:19:14.667,"Quiero y necesito trabajar ayúdame

Tengo ppt en medellin

Gracias por la información",False
4c27be02ace9,2,21,Apostilles and birth records,Neutral,19.0,Medellín,2,2026-03-26 01:40:53.316,2026-03-26 01:40:53.316,"Que documentos necesarios necesita un colombiano para ir a Venezuela

Cómo venezolana que necesito para casarme con un colombiano",False
4c2c2ccab7ef,1,10,Visas and travel abroad,Neutral,32.0,Other,2,2026-06-22 16:41:51.733,2026-06-22 16:41:51.733,"Me traje a mis hijos ya tienen 7 meses aquí quisiera saber si mañana les podré hacer la biometría

Quisiera saber si mañana hacen biometría en el cad de la 30",False
4c5d5996085f,5,52,Single mothers seeking economic support,Negative,16.0,Other,5,2026-04-16 18:44:35.140,2026-04-16 18:44:35.140,"Me siento deprimida

Ya fui y no me ayudaron en nada, tengo un hijo de 4 meses que pasa hambre, he pensado en quitarme la vida

Ya te dije en qué ciudad estoy, no me sirve lo que me dices

En río negro

En donde busco ayuda???",False
4c7490179e9b,5,50,Health access and registration,Neutral,47.0,Bogotá,12,2026-05-05 20:10:09.680,2026-05-05 20:10:09.680,"Hola si como cambiar la eps de [nombre] para bogota

Si pere ya estoy en bogata

OK muchas gracias por la información

OK listo

Si luego le pregunto

Hola buenas tardes como podrían ayudarme para un empleo

Si los requisitos

Hola buenas hay alguna ayuda pata rentar algún lado

Quiero saber si hay alguna ayuda de arriendo estoy desesperada necio una ayuda porfavor para emprender desde casa

Por lo menos un mes de arriendo

En ayuda puedo solicitar para un arruendo

Hay un integrante acá en bogota",True
4d0d805f41f7,5,51,Food and shelter from organisations,Neutral,32.0,Ipiales,11,2026-04-24 20:18:39.455,2026-04-24 20:18:39.455,"Necesito saber que albergues puedo encontrar en Ipiales

El PAO?

Pastoral social

Cruz Roja

[nombre] de rescate internacional

Donde puedo conseguir kits de comida

Donde puedo ir por atención en urgencias

En Pasto donde puedo encontrar albergues

En la ciudad de Pasto hay albergues?

Donde hay atención a migrantes

En Pasto donde hay atención a migrantes",True
4d1089abd65a,0,0,Starting a business,Negative,32.0,Other,2,2026-05-05 23:23:40.479,2026-05-05 23:23:40.479,"Conseguir empleo

Soy madre soltera o alguna idea de empredimiento",False
4d1880278e03,1,10,Visas and travel abroad,Negative,24.0,Medellín,2,2026-07-08 19:46:12.727,2026-07-08 19:46:12.727,"Es que en mi trabajo no me han pagado la liquidación

Necesito información de un abogado para eso es que ya van 4 meses y no nos han líquidado",False
4d24b1824f22,3,31,Brigades and paperwork steps,Neutral,31.0,Medellín,2,2026-05-28 22:09:56.392,2026-05-28 22:09:56.392,"Existe alguna posibilidad de sacar el ppt

Si porfavor, quisiera saber cuales son los requisitos y pasos",False
4d5aec64e21d,3,30,Biometrics and minors' documents,Neutral,51.0,Medellín,3,2026-06-01 15:39:08.149,2026-06-01 15:39:08.149,"Tengo ppt, cual seria el siguiente paso para estar legal al momento de vencer el ppt . Pasos tiempos costos, tengo pasaporte pero vencido

Y cédula  vencima

[nombre] venezolano con ppt , pasaporte vencido y cédula venezolana vencida",True
4d9fdd15a627,3,30,Biometrics and minors' documents,Neutral,23.0,Santa Marta,3,2026-06-20 02:51:17.954,2026-06-20 02:51:17.954,"Quiero saber cómo inicio mi proceso migratorio sin tener un pasaporte

Necesito el ppt

Porque al ser mayor de edad no puedo sacarme el ppt",False
4dbeb691b609,5,50,Health access and registration,Neutral,29.0,Bogotá,5,2026-04-08 17:41:58.733,2026-04-08 17:41:58.733,"Necesito saber si Laury González trabaja con ustedes en recursos humanos porque recibí una oferta laboral de ella y no se si es una estafa.

Por favor quiero saber si una oferta laboral que recibí es realmente de ustedes.

Ya que temo que es una estafa.

Número para llamar a ustedes de servicio al cliente.

Necesito comunicarme con un agente",False
4dc5923f9d21,2,21,Apostilles and birth records,Neutral,29.0,Medellín,3,2026-04-17 10:32:08.477,2026-04-17 10:32:08.477,"Como realizar el trámite de extensión de sellado

Después del sellado de pasaporte, que trámite debo realizar para continuar la permanencia en Colombia

Mi esposo es colombiano, y nos casamos en Venezuela pero vivimos en Colombia. Que debo hacer para tener mi permanencia en el país?",False
4e0ffb308d21,2,20,Family nationality options,Neutral,28.0,Barranquilla,4,2026-07-09 01:05:07.563,2026-07-09 01:05:07.563,"Como hago para sacar cédula colombiana teniendo el ppt

Quiero sacar la cédula colombiana

No tengo visa de residencia tengo el permiso por protección temporal

Como saco la visa de residencia",False
4e12c755f3f2,0,0,Starting a business,Neutral,28.0,Cúcuta,3,2026-07-15 17:31:49.198,2026-07-15 17:31:49.198,"Muy buenas tardes es que tengo un emprendimiento y quisiera más información sobre eso

Apoyo financiero

Que otros apoyos financieros hay?",False
4e1805f69c2f,2,21,Apostilles and birth records,Neutral,40.0,Cúcuta,3,2026-07-14 22:01:02.957,2026-07-14 22:01:02.957,"Que debo hacer para apostillas de documentos de mis hijos que están estudiando acá en Colombia

Estoy en la ciudad de cucuta

Si me gustaría saber donde queda la oficina",False
4e549487225a,5,51,Food and shelter from organisations,Neutral,47.0,Barranquilla,15,2026-05-24 15:55:52.732,2026-05-29 14:26:13.483,"Que servicios presta el consejo danés en Barranquilla? Y q ayuda prestan a las mujeres vbg con discapacidad y en vulnerabilidad

Q tipo de asistencia humanitaria ofrece el consejo danés?

Servicio de alojamiento temporal

En Barranquilla

Transporte humanitario acá en Barranquilla

Hoy les escribimos con profunda humildad porque estamos atravesando una situación extremadamente difícil y urgente.

Nos encontramos en condición de alta vulnerabilidad, prácticamente sin recursos, emocional y físicamente agotados, y con una profunda desesperación por no saber dónde podremos permanecer ni cómo continuar sosteniéndonos en los próximos días. [nombre] situación se ha vuelto crítica y sinceramente sentimos miedo de quedar completamente desprotegidos.

No somos personas conflictivas ni buscamos depender permanentemente de ayudas. [nombre] mayor deseo es poder estabilizarnos, capacitarnos, emprender y recuperar poco a poco nuestra independencia y tranquilidad.

Por ello acudimos a ustedes para solicitar respetuosamente apoyo u orientación relacionada con:

[nombre] alojamiento temporal o refugio humanitario,

[nombre] ayuda básica de emergencia y alimentación,

[nombre] programas para población migrante vulnerable y personas con discapacidad,

• acceso a programas de apoyo para personas con discapacidad,

Busco atención psicosocial y protección vbg, discapacidad y vulnerabilidad

Que ong humanitarias operan en Barranquilla",True
4e8e74ec90d1,5,50,Health access and registration,Negative,20.0,Cúcuta,2,2026-07-14 00:02:23.796,2026-07-14 00:02:23.796,"En las buses que ban hacia Bogotá hay para cargar los TLF y wuifi

Ya nada",False
4ebb7f683407,5,52,Single mothers seeking economic support,Neutral,19.0,Medellín,1,2026-05-26 18:05:30.415,2026-05-26 18:05:30.415,Estoy embarazada y necesito saber qué ayuda me podrían dar soy de Venezuela migrante,False
4ece7132136c,5,51,Food and shelter from organisations,Neutral,28.0,Bucaramanga,2,2026-07-15 04:01:14.837,2026-07-15 04:01:14.837,"Quisiera saber como puedo octener ayuda humanitaria en Bucaramanga

y a que lugares puedo ir para atención medica",False
4ee5c5e82c8e,5,50,Health access and registration,Neutral,43.0,Cúcuta,2,2026-07-14 21:46:13.304,2026-07-14 21:46:13.304,"Tengo salvoconducto subsidido cual eps puede optar si mutuaser no trabaja en cucuta

Las dos cosas cuales",False
